link,Company expertise,Company performance,Employee characteristics,Global presence,Information sharing,Leading edge technology/innovation,Legacy,Openness,Positive attitude towards customers,Sharing personal information,Work environment,New product,Product benefits,Product features,Product pride,Recommended product usage,Specific product mention,Company interaction with customers,Customer needs,Customer service,Positive customer opinions,Brand,Events,Public relations,Promotion,Sponsorship,Charity/community,Environment,Competition,Partnerships
https://futurice.com/blog/gocurrency,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
https://futurice.com/blog/german-companies-twin-transition-survey,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,True,False,False,True,False,True,False
https://futurice.com/blog/rise-of-software-defined-vehicle,True,False,False,True,True,True,True,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,True,True,True,False,True,True,True,True
https://futurice.com/blog/digital-data-sustainable-business-models,True,False,False,False,True,True,True,True,True,False,True,True,True,True,True,False,False,False,False,False,False,True,False,True,True,False,True,True,False,False
https://futurice.com/blog/co-adaptive-capabilities,True,False,False,False,True,True,False,False,False,False,True,True,True,True,False,True,False,False,True,True,True,True,False,True,True,False,True,False,True,True
https://futurice.com/blog/pattern-library-playbook,True,False,False,False,True,True,False,False,False,False,True,True,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
https://futurice.com/blog/quantum-computing-workshops-h1-2023,True,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False
https://futurice.com/blog/futustories-nine-things-that-make-me-happy,False,False,True,False,False,False,False,False,True,True,True,False,False,False,False,False,False,True,False,False,False,True,True,True,False,False,True,False,False,False
https://futurice.com/blog/co-adaptive-strategy,True,False,False,False,True,True,False,False,False,False,True,True,True,True,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False
https://futurice.com/blog/agile-methodology,True,False,False,False,True,True,False,False,False,False,False,False,True,True,False,True,False,False,True,False,True,True,False,True,True,False,False,False,False,False
https://futurice.com/blog/uncovering-product-discovery,True,False,False,False,True,True,True,False,False,False,True,True,True,True,False,True,False,True,True,True,True,True,False,True,True,False,False,False,False,False
https://futurice.com/blog/stockholm-culture,True,False,True,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False
https://futurice.com/blog/how-data-powered-ecosystems-can-transform-customer-relationships,True,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,True,True,False,True,True,True,True
https://futurice.com/blog/steering-and-measuring-the-success-of-product,True,False,False,False,True,True,True,True,False,False,True,True,True,True,True,False,True,False,True,True,False,True,False,True,True,False,False,False,False,False
https://futurice.com/blog/martta-riihimaki-joins-futurice-sweden-as-managing-director,True,False,True,True,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
https://futurice.com/blog/futustories-making-an-impact-both-at-work-and-after,True,False,True,False,False,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False
https://futurice.com/blog/leading-complexity-building-great-products,True,False,False,False,True,True,False,False,False,False,True,True,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
https://futurice.com/blog/playful-design,True,False,True,False,True,True,False,False,True,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False
https://futurice.com/blog/impactful-product-management,True,False,False,False,True,True,False,False,False,False,False,False,True,True,True,True,True,False,True,False,True,True,False,True,True,False,False,False,False,False
https://futurice.com/blog/agile-and-sustainable,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
https://futurice.com/blog/ten-benefits-of-sustainable-business,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,True,True,False,True
https://futurice.com/blog/futustories-meet-tech-lead-johan,True,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,True
https://futurice.com/blog/the-new-futurice-culture-handbook,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False
https://futurice.com/blog/futustroies-futurice-henry-burnetts-story,True,False,True,False,True,True,False,False,False,False,True,True,True,False,False,True,False,False,False,True,True,True,False,False,False,False,True,False,False,False
https://futurice.com/blog/brand-evolution-internal-comms-learning-journey,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,True,False,True,False
https://futurice.com/blog/niklas-nordstrom-appointed-as-futurice-group-cfo,True,True,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False
https://futurice.com/blog/microsoft-azure-immersion-workshops-h1-2023,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,True,False,True,True,True,True,True,False,False,False,False,False
https://futurice.com/blog/digital-transformation-resilience,True,False,False,False,True,True,False,False,False,False,True,True,True,False,False,False,False,False,True,False,False,True,False,True,True,False,True,True,True,False
https://futurice.com/blog/tech-trends-for-2023-and-beyond,True,False,False,False,True,True,False,False,False,False,True,True,False,True,True,False,True,False,True,False,False,True,True,True,True,False,False,False,False,False
https://futurice.com/blog/time-to-value,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,True,True,False,False,False,False,False
https://futurice.com/blog/futustories-eight-things-ive-learned,True,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False
https://futurice.com/blog/future-supply-chain-management,True,False,False,False,True,True,False,False,False,False,True,True,True,False,False,False,True,False,True,False,False,True,False,True,True,False,False,False,False,False
https://futurice.com/blog/modern-managed-services,True,False,False,False,True,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True,True,False,False,False,False,False
https://futurice.com/blog/futustories-meet-daniel-who-is-enjoying-the-variety-of-a-consultancy,True,False,True,False,True,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
https://futurice.com/blog/operational-excellence-in-healthcare,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,False,True,True,False,True,False,True,True
https://futurice.com/blog/best-practices-machine-learning-projects,True,False,False,False,True,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,True,True,False,True,False,False,True,False,True,False
https://futurice.com/blog/odd-things-we-have-built,True,False,False,False,True,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
https://futurice.com/blog/ecosystem-thinking-value-proposition,True,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,True,False,True,True,True,True
https://futurice.com/blog/futustories-meet-sachin-tech-lead,True,False,True,False,True,False,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False
https://futurice.com/blog/preparing-for-the-perfect-storm,True,False,False,False,True,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
https://futurice.com/blog/the-importance-of-customer-focus,True,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,True,True,True,True,False,True,False,False,True,False,True,False
https://futurice.com/blog/futustories-six-reasons-pasi-left-and-came-back-to-futurice,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False
https://futurice.com/blog/foresight-methods-and-strategic-planning,True,False,False,False,True,True,True,True,False,False,True,True,True,True,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False
https://futurice.com/blog/uncertainty-in-business-volatile-market,True,False,False,False,True,True,True,True,False,False,True,True,True,True,False,False,False,False,False,False,False,True,False,True,True,False,True,False,False,True
https://futurice.com/blog/futustories-emma-leena-heikkinens-story,True,False,True,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
https://futurice.com/blog/safe-route-uncertain-times,False,False,False,False,True,True,False,True,False,False,True,True,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False
https://futurice.com/blog/data-provides-the-key-to-sustainability,True,False,False,False,True,True,True,True,True,False,False,False,False,False,False,False,False,False,True,True,False,True,False,True,False,False,True,True,False,False
https://futurice.com/blog/futustories-meet-luisa-senior-software-engineer-and-tech-advisor,False,False,True,False,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
https://futurice.com/blog/mob-programming,True,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
https://futurice.com/blog/futustories-a-day-at-futurice-with-seth-peters,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
https://futurice.com/blog/microsoft-azure-immersion-workshops-h2-2022,True,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
https://futurice.com/blog/futurice-sunray-finnish-midsummer,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
https://futurice.com/blog/corporate-foresight,True,False,False,False,True,True,False,False,True,False,True,True,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
https://futurice.com/blog/five-things-we-have-done-to-support-mental-health-in-the-workplace,True,False,True,False,True,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False
https://futurice.com/blog/futurice-academy-opens-the-door-to-lifelong-learning,True,False,True,False,True,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
https://futurice.com/blog/accessible-digital-services-are-an-essential-part-of-an-inclusive-world,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,True,True,False,False
https://futurice.com/blog/future-of-mobility,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,True,False,False,False,False,False,False
https://futurice.com/blog/mlops-what-is-it-and-what-can-you-do-with-it,True,False,False,False,True,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False
https://futurice.com/blog/futustories-meet-dariia-ux-ui-design,True,False,True,False,True,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,True,False,False,False
https://futurice.com/blog/what-is-sre-and-how-does-it-relate-to-devops,True,False,False,False,True,True,False,False,False,False,True,True,True,True,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False
https://futurice.com/blog/three-steps-to-creating-a-future-proof-connected-company,True,False,False,False,True,True,False,False,False,False,True,True,True,True,False,False,False,False,True,False,False,True,False,True,True,False,False,False,False,False
https://futurice.com/blog/working-at-futurice-learning-and-improving-together,True,False,True,False,True,True,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False
https://futurice.com/blog/futustories-meet-maiju-culture-consultant-and-service-designer,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,True,True,False,True,False,False,True,False,False,False
https://futurice.com/blog/sustainability-and-the-next-big-thing,True,False,False,False,True,True,True,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
https://futurice.com/blog/ops-devops-sre,True,False,False,False,True,True,False,False,False,False,True,True,True,False,False,False,True,True,True,True,True,True,False,True,False,False,False,False,False,False
https://futurice.com/blog/sre-for-dev-ops,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True,True,False,False,False,False,False
https://futurice.com/blog/three-tips-to-stand-out-and-land-your-dream-job-in-the-tech-industry,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,True,False
https://futurice.com/blog/agile-tips-and-tricks,True,False,True,False,True,True,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False
https://futurice.com/blog/how-do-agile-and-devops-interrelate,True,False,False,False,True,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False
https://futurice.com/blog/microsoft-azure-immersion-workshops-h1-2022,True,False,False,False,True,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
https://futurice.com/blog/what-is-devops,True,False,False,False,True,True,True,True,False,False,True,True,True,True,True,False,True,False,True,True,True,True,False,True,True,False,False,False,False,False
https://futurice.com/blog/breaking-the-language-barrier,True,False,True,True,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
https://futurice.com/blog/a-short-introduction-to-nfts,True,False,False,False,True,True,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
https://futurice.com/blog/if-you-had-a-choice-would-you-select-speed-over-safety,True,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False
https://futurice.com/blog/devops-engineer-what-do-they-do-and-how-to-become-one,True,False,False,False,True,True,False,False,False,False,True,True,True,False,False,True,True,False,True,False,True,True,False,True,True,False,False,False,False,False
https://futurice.com/blog/future-thinking-and-strategic-foresight,True,False,False,False,True,True,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False
https://futurice.com/blog/futustories-meet-lisha-senior-designer,True,False,True,True,True,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
https://futurice.com/blog/how-different-are-europes-new-energy-companies-from-their-more-established,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,True,False,False,False,False,False
https://futurice.com/blog/coding-a-healthier-future,True,False,True,False,True,True,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False
https://futurice.com/blog/creating-a-partner-api-using-personal-access-tokens,True,False,False,False,True,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
https://futurice.com/blog/futustories-five-things-that-have-inspired-suvi-as-a-designer,True,False,True,False,True,False,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
https://futurice.com/blog/ecosystem-assessment-unlocking-the-hidden-value-of-health-related-services,True,False,False,False,True,True,False,False,False,False,True,True,True,True,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,True
https://futurice.com/blog/beating-the-roadblocks-navigating-mobilitys-route-to-net-zero-and-zero-emissions,True,False,False,False,False,True,True,True,True,False,False,False,True,True,True,False,False,False,True,False,False,False,False,True,False,False,True,True,True,False
https://futurice.com/blog/building-better-patient-journeys-for-cancer-patients-and-their-relatives,True,False,False,False,True,True,False,False,False,False,True,True,True,False,False,True,True,True,True,False,True,True,False,True,True,False,False,False,False,False
https://futurice.com/blog/10-signs-to-indicate-you-are-a-senior-designer,True,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
https://futurice.com/blog/we-know-where-but-we-need-data-for-when,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,True,False,False,True,True,False,False
https://futurice.com/blog/futustories-meet-gian-managing-director-berlin,True,False,True,True,True,False,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,True,False,False
https://futurice.com/blog/what-is-automl-and-how-can-it-be-applied-to-practice,True,False,False,False,True,True,False,False,False,False,False,True,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
https://futurice.com/blog/futurice-academy,True,False,True,False,True,False,False,False,True,False,True,True,False,False,False,False,False,False,False,True,False,True,True,False,True,False,False,False,False,False
https://futurice.com/blog/does-patent-data-suggest-europes-biggest-energy-providers-are-adapting-their,True,True,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False
https://futurice.com/blog/improved-accessibility-is-key-to-a-better-mobility-experience,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,True,False,False
https://futurice.com/blog/product-vs-project,True,False,False,False,True,True,True,True,False,False,True,True,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
https://futurice.com/blog/futustories-meet-tuomas-senior-business-designer,True,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False
https://futurice.com/blog/futurice-invests-in-vuono-group,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
https://futurice.com/blog/as-micromobility-matures-controversy-turns-into-collaboration,True,False,False,False,True,True,False,False,False,False,True,True,True,False,False,False,False,False,True,True,True,True,False,True,False,False,True,True,False,True
https://futurice.com/blog/my-week-futu,True,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
https://futurice.com/blog/future-of-retail-2030-explore-data-driven-growth-opportunities,True,False,False,False,True,True,False,False,False,False,False,True,True,True,True,False,True,False,True,True,False,True,False,True,True,False,False,False,False,False
https://futurice.com/blog/how-to-make-remote-work-actually-work,True,False,True,False,True,False,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
https://futurice.com/blog/sustainability-at-large-energy-companies-does-talk-translate-into-actions,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,False,True,False,False,False,False,True,False
https://futurice.com/blog/futustories-meet-theresa-office-and-feel-good-manager,True,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
https://futurice.com/blog/six-inspirational-ways-to-make-money-with-data,True,False,False,False,True,True,True,False,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True
https://futurice.com/blog/chasing-a-vision,True,False,False,False,True,True,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False
https://futurice.com/blog/making-vehicle-aftersales-a-more-positive-experience-for-everyone-involved,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,False,True,False,False,False,True,False,False
https://futurice.com/blog/futustories-meet-eeva-head-of-strategy-and-culture,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False
https://futurice.com/blog/understanding-how-companies-really-talk-about-sustainability-an-experiment,True,False,False,False,True,True,True,True,False,False,True,True,True,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False
https://futurice.com/blog/for-bicyclists-democratizing-data-is-a-matter-of-life-and-death,True,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
https://futurice.com/blog/why-software-transitions-often-fail-and-how-to-help-them-succeed,True,False,False,False,True,True,False,True,False,False,True,True,True,False,False,True,False,False,True,True,True,True,False,True,True,False,False,False,False,False
https://futurice.com/blog/an-organizational-guide-to-machine-learning-business-cases-sanoma,True,True,True,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,True,False,True,False,False,False,False,False,False
https://futurice.com/blog/futustories-meet-joel-senior-software-engineer,True,False,True,True,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
https://futurice.com/blog/climate-focused-partnerships-and-rapid-co-creation-will-drive-the-e-mobility,True,False,False,False,True,True,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,True,False,False,True,False,True
https://futurice.com/blog/time-to-rebuild-the-travel-industry-is-now,True,False,False,False,True,True,False,False,False,False,True,True,True,True,False,False,False,False,True,False,True,True,False,False,False,False,True,False,False,True
https://futurice.com/blog/taking-the-high-road-towards-sustainable-mobility,True,False,False,False,True,True,False,True,False,False,True,True,True,True,True,False,False,False,False,False,False,True,False,True,False,False,False,True,True,False
https://futurice.com/blog/futucare-taking-care-of-your-software,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False
https://futurice.com/blog/cabin-in-the-lowcode-woods,True,False,False,False,True,True,False,False,False,False,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
https://futurice.com/blog/how-to-achieve-data-mesh-teams-and-culture,True,False,False,False,True,True,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False
https://futurice.com/blog/futustories-phil-and-what-they-love-about-their-job-as-senior-tech-consultant,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False
https://futurice.com/blog/the-role-of-technology-in-data-mesh-architecture,True,False,False,False,True,True,False,False,False,False,True,True,True,True,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False
https://futurice.com/blog/open-sourcing-futulog,True,False,False,False,True,True,False,False,False,False,False,True,True,True,False,False,True,True,True,True,True,True,False,True,True,False,False,False,False,False
https://futurice.com/blog/have-you-tried-deno-yet,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
https://futurice.com/blog/futustories-meet-joana-design-lead-stuttgart,True,False,True,False,True,False,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
https://futurice.com/blog/futurices-new-subsidiary-recordly,True,False,False,False,False,True,False,False,False,False,False,True,True,True,False,False,False,True,True,True,True,True,False,True,True,False,False,False,False,False
https://futurice.com/blog/simo-leisti-appointed-as-futurice-group-ceo,True,True,True,True,True,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
https://futurice.com/blog/introducing-the-futurice-inclusion-canvas,True,False,False,False,True,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True,False,False,True,True,False,True
https://futurice.com/blog/verification-of-zero-downtime-deployments-using-github-actions,True,False,False,False,False,True,False,False,False,False,True,True,False,True,False,True,False,False,False,True,False,False,False,True,True,False,False,False,False,False
https://futurice.com/blog/minimum-viable-iot-platform,True,False,False,False,True,True,False,False,False,False,True,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
https://futurice.com/blog/halfway-through-the-year-how-are-we-doing-on-our-diversity-equity-and,True,False,True,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,True,False,False
https://futurice.com/blog/building-an-aws-serverless-system-integration-testing-and-accessing-private,True,False,False,False,True,True,False,False,False,False,True,True,True,True,False,True,True,False,True,False,True,False,False,True,True,False,False,False,False,False
https://futurice.com/blog/building-an-aws-serverless-system-provisioned-concurrency-zero-downtime,True,False,False,False,True,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
https://futurice.com/blog/building-an-aws-serverless-system-conveniently,True,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
https://futurice.com/blog/a-guide-to-accessible-design-for-connected-products-and-services,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,True,False,False,False,True,False,False
https://futurice.com/blog/helping-the-health-sector-evolve-with-digital-innovation-tools,True,False,False,False,True,True,False,False,False,False,False,True,True,True,False,False,False,False,False,False,True,True,False,True,True,False,False,False,False,False
https://futurice.com/blog/case-study-how-to-test-a-service-under-production-load-before-production,True,False,False,False,True,True,False,False,False,False,True,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
https://futurice.com/blog/why-do-many-companies-struggle-with-platform-ecosystems,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,True,True,False,True,True,False,True,True,False,False,False,False,False
https://futurice.com/blog/the-knowledge-centric-organisation,True,False,False,False,True,True,True,True,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,True,False
https://futurice.com/blog/celebrating-our-people-certified-in-accessibility,True,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,True,True,True,False,False,True,False,False,False
https://futurice.com/blog/vr-ohjus-runs-on-data-and-design,True,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False
https://futurice.com/blog/satellite-monitoring-of-electricity-networks,True,False,False,False,True,True,False,False,False,False,True,True,True,False,False,False,False,False,True,False,True,True,False,True,True,False,False,False,False,False
https://futurice.com/blog/the-great-adventure-one-futuriceans-career-journey-through-our-offices,True,False,True,True,True,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,True,False,False,False
