,link,title,teaser text,total users,average session duration,bounce rate,title x,title y,teaser text x,teaser text y
10,https://futurice.com/blog/participate-in-strategy,How to participate in adaptive strategy?,"What are different ways of effectively engaging  employees, partners and customers  at different stages of crafting and executing an adaptive strategy?",0,0,0,-14.5791855,-19.546091,10.093656,-3.573642
11,https://futurice.com/blog/three-steps-to-after-sales-success,Adding value with digitized workshops – three steps to after sales success,How can OEMs adapt their after sales and after market processes to best cope in these challenging conditions?,0,0,0,20.55862,-46.370926,22.794031,-35.15218
12,https://futurice.com/blog/potential-of-industrial-iot,Discover the potential of IoT solutions,"Industry 4.0 and Internet of Things (IoT) solutions are revolutionizing machinery and industrial operations making them more productive, safer and sustainable. Industrial IoT enables to connect all industrial assets and transform their data into insight.",0,0,0,-28.38236,-45.006233,2.207763,27.089664
13,https://futurice.com/blog/generative-ai-at-futurice-software-development,"Generative AI tools at Futurice, May 2023","Leveraging ChatGPT, Github Copilot, and beyond",0,0,0,15.625052,30.665936,-15.56691,15.107672
14,https://futurice.com/blog/gocurrency,Gocurrency,Discover how Go's lightweight Goroutines and built-in channels enable safe and efficient concurrency. Improve performance and scalability with Go Concurrency.,0,0,0,-5.7184753,-26.503336,-37.067806,-29.316473
15,https://futurice.com/blog/german-companies-twin-transition-survey,Are German companies ready for twin transition?,"We recently surveyed more than 250 automotive, IT and healthcare executives in Germany to understand their attitudes on twin transition. Here’s what we learned.",0,0,0,15.692019,5.9935317,42.43677,-60.170895
16,https://futurice.com/blog/rise-of-software-defined-vehicle,The rise of the software defined vehicle - what are they and why do they matter?,"Explore the future of mobility with Software Defined Vehicles! Dive into their transformative capabilities, potential impact on the auto industry & beyond.",0,0,0,25.036747,-32.275887,27.624386,-20.98692
17,https://futurice.com/blog/digital-data-sustainable-business-models,How a combination of digital and data can be harnessed to create future sustainable business models,"To achieve sustainable, long-term positive impact, organizations must effectively address the three pillars of Profit, People, and Planet simultaneously.",0,0,0,-9.364666,-42.816616,14.5809355,-23.593842
18,https://futurice.com/blog/co-adaptive-capabilities,How equipped is your organization to be co-adaptive?,Test how well your organization is capable of responding to emerging change needs while keeping its shared direction clear.,0,0,0,-13.773255,-19.356924,12.088667,-6.8006096
19,https://futurice.com/blog/pattern-library-playbook,Pattern library playbook: Get set up for success,"If you want support taking the first step towards the complex task of building your organisation's Design System, this Playbook is for you.",0,0,0,-24.565554,-10.955271,-3.9313211,-4.2885585
20,https://futurice.com/blog/quantum-computing-workshops-h1-2023,Futurice Quantum Computing Workshops,Futurice Quantum Computing Workshops,0,0,0,3.9901686,31.33236,-49.239452,28.527792
21,https://futurice.com/blog/futustories-nine-things-that-make-me-happy,"FutuStories - Nine things that make me happy, an interview with Till Kleinhans",Till is a UX and business designer who makes his clients happy with thoughtful designs while also trying to find the right balance for contentment in his personal life,0,0,0,60.001274,15.201181,2.3849754,-15.199196
22,https://futurice.com/blog/co-adaptive-strategy,Find focus faster with co-adaptive strategy,A co-adaptive approach to strategy enables you to respond to changes faster. Learn how to connect data and people and build your adaptation capabilities. ,0,0,0,-15.269968,-20.713974,10.769016,-3.5027046
23,https://futurice.com/blog/agile-methodology,Delivering intuitive and market-relevant products and services with agile methods,"Launching a product using agile methodology involves defining KPIs, developing an MVP, gathering customer feedback, and continuous refinement. ",0,0,0,-21.11663,-8.638372,-57.882317,-12.60557
24,https://futurice.com/blog/uncovering-product-discovery,Uncovering product discovery,Product discovery ensures that the things we build are worth building in the first place. This blog post focuses on its key principles.,0,0,0,-34.572025,5.9085584,31.971075,-59.246815
25,https://futurice.com/blog/stockholm-culture,"Building a culture of trust, care and transparency in Stockholm","With a diverse and international team of 20 different nationalities, we strive to create a workplace that enables our people to live their best work-lives.",0,0,0,22.505022,-21.46367,-34.5411,17.227583
26,https://futurice.com/blog/how-data-powered-ecosystems-can-transform-customer-relationships,How data-powered ecosystems can transform customer relationships and reimagine business opportunities,"Ecosystems in the commercial context can provide a blueprint for transformative and sustainable business growth. Where does the electricity of ecosystems, as a model, come from?",0,0,0,6.2238603,-39.414196,32.955227,-35.910923
27,https://futurice.com/blog/steering-and-measuring-the-success-of-product,Steering and measuring the success of product,Learn how to steer and measure the success of digital product development.,0,0,0,-20.139198,-10.114841,34.15065,-58.504345
28,https://futurice.com/blog/martta-riihimaki-joins-futurice-sweden-as-managing-director,Martta Riihimäki joins Futurice Sweden as Managing Director,"From sailing the world to empowering the world to act, Martta didn’t think twice about the opportunity.",0,0,0,26.691723,47.361897,-0.31716442,11.440846
29,https://futurice.com/blog/futustories-making-an-impact-both-at-work-and-after,FutuStories - Making an impact both at work and after – an interview with Eloise Smith-Foster,Making an impact both at work and after – an interview with Eloise Smith-Foster,0,0,0,64.96442,20.462513,-6.6428227,-14.567348
30,https://futurice.com/blog/leading-complexity-building-great-products,Leading complexity and building great products,Learn what kind of role organizational culture will have on your company’s ability to build great products.,0,0,0,-20.075397,-11.615751,11.204628,-13.18021
31,https://futurice.com/blog/playful-design,Playful design supports both creativity and innovation,"Play fosters creativity and generates enthusiasm for new ideas. In business, playfulness can be a crucial design approach to develop great innovation.",0,0,0,-6.5484715,23.296606,47.26665,-37.047935
32,https://futurice.com/blog/impactful-product-management,Why invest in better product management?,Impactful product management is crucial for any company looking to make a bigger impact with its digital products. This article will help you get started.,0,0,0,-20.6505,-12.933107,34.203217,-60.25052
33,https://futurice.com/blog/agile-and-sustainable,Agile and Sustainable: The Winning Formula for Business Growth and Resilience in 2023,"In this market, it's more important than ever to stay ahead of the game.",0,0,0,-16.192778,-10.315937,42.65817,-34.523777
34,https://futurice.com/blog/ten-benefits-of-sustainable-business,10 benefits of sustainable business transformation - and the risks of inaction,It may be tempting to assume that most – if not all – businesses and industries today address sustainability in some way or another. But that does unfortunately not seem to be the case,0,0,0,-4.093291,-39.708958,15.303134,-20.867043
35,https://futurice.com/blog/futustories-meet-tech-lead-johan,FutuStories - Meet Tech Lead Johan,"Johan has a knack for translating high-level business problems into technical opportunities – a skill that he believes is all about assembling the right team, being resilient and always learning from his experiences. His natural curiosity and refusal to…",0,0,0,64.57734,15.017248,5.042623,17.139214
36,https://futurice.com/blog/the-new-futurice-culture-handbook,Introducing the Futurice culture handbook 2.0,"Our newly released Culture handbook 2.0 offers an in-depth overview of our culture, complete with numerous examples and personal stories from Futuriceans.",0,0,0,11.691742,26.173166,-24.438652,43.62298
37,https://futurice.com/blog/futustroies-futurice-henry-burnetts-story,FutuStories: Henry Burnett’s story,Futurice – Henry Burnett’s story,0,0,0,62.55073,21.235506,-40.78155,45.98254
38,https://futurice.com/blog/brand-evolution-internal-comms-learning-journey,Brand evolution turned out to be an internal communications learning journey,Brand can be an emotional topic for any company. How should a dedicated team drive a brand evolution and gain people’s buy-in? ,0,0,0,-9.224975,-37.15877,20.679756,-38.601944
39,https://futurice.com/blog/niklas-nordstrom-appointed-as-futurice-group-cfo,Our new Group CFO,Niklas Nordström appointed as Futurice Group’s CFO to accelerate further growth,0,0,0,28.27681,20.083843,-50.12979,46.27507
40,https://futurice.com/blog/microsoft-azure-immersion-workshops-h1-2023,Azure Immersion Workshops Winter - Spring 2023: AI and Analytics,"Learn more about Azure AI, machine learning, knowledge mining, cloud native analytics and Azure Synapse by joining one of our free workshops, in collaboration with Microsoft.",0,0,0,30.280764,2.6365476,25.878918,50.355453
41,https://futurice.com/blog/digital-transformation-resilience,Digital Transformation: Driving Innovation and Resilience in the Digital Age,The need to remain competitive in an increasingly digital world is a reality that all companies must face up to.,0,0,0,-5.5243096,-31.067575,44.727863,-36.24391
42,https://futurice.com/blog/tech-trends-for-2023-and-beyond,Tech Trends for 2023 and Beyond,What we think is relevant in tech in 2023 for our people and our Clients,0,0,0,3.567047,10.937872,27.488586,-9.200626
43,https://futurice.com/blog/time-to-value,Shifting from time-to-market to time-to-value and why it matters,"To achieve the best outcomes, it’s important to focus on generating customer value as quickly as possible",0,0,0,24.11433,-40.55473,27.780882,-1.9242114
44,https://futurice.com/blog/futustories-eight-things-ive-learned,FutuStories: Eight things I’ve learned about communities – an interview with Thomas Eichhorn,There is something fascinating about communities! Read for yourself what Thomas has learned about communities,0,0,0,60.114613,17.006847,-6.49218,9.833771
45,https://futurice.com/blog/future-supply-chain-management,Supply chain management will become increasingly data-enabled,"Supply chain management is a lot to handle – but fortunately, data and AI have a lot of potential to offer in this area.",0,0,0,-16.267424,-32.36294,41.821537,13.719622
46,https://futurice.com/blog/modern-managed-services,Modern managed services,Modern managed IT services help to avoid the common pitfalls that the traditional managed services bring to the organizations. Read more!,0,0,0,-54.820286,17.936333,49.46117,-39.167347
47,https://futurice.com/blog/futustories-meet-daniel-who-is-enjoying-the-variety-of-a-consultancy,"FutuStories - Meet Daniel Reed, Software Developer","Daniel moved to Stockholm almost seven years ago, and he’s been at Futurice for the past six months. He enjoys being challenged and is a firm believer that variety is the spice of life, making project work a great fit for him.",0,0,0,64.32845,10.8410845,-30.167967,56.303246
48,https://futurice.com/blog/operational-excellence-in-healthcare,Taking healthcare to the next level with operational excellence,"“Operational excellence” is a term that’s thrown around a lot these days. But what does it actually mean, how does it apply to healthcare, and what are the benefits? In this blog series we’ll take a closer look at these key topics. ",0,0,0,8.586825,-50.437542,33.188995,-45.7728
49,https://futurice.com/blog/best-practices-machine-learning-projects,Machine learning project best practices learned from experience.,Creating value with machine learning can be daunting task. Here is a list of best practices from real-world projects that helps you avoid the common pitfalls.,0,0,0,-31.182173,14.239691,27.23884,13.875152
50,https://futurice.com/blog/odd-things-we-have-built,Some of the oddest things we have built,"Throughout the years of Futurice's existence we haven't been afraid to explore beyond the our client projects - for learning and experimentation purposes. Here we share some of the most silly things we built, of which some got off the rails big time.",0,0,0,2.9054613,21.599567,-30.787601,48.76515
51,https://futurice.com/blog/ecosystem-thinking-value-proposition,Using ecosystem thinking to shape your value proposition,"Ecosystem thinking is a holistic approach to deliver value which moves away from a traditional, linear focus on products to a broader network understanding.",0,0,0,5.2219405,-38.661865,32.960854,-37.353867
52,https://futurice.com/blog/futustories-meet-sachin-tech-lead,FutuStories -The art of wearing different hats – an interview with Sachin Jethwa,"With nearly a decade at Futurice under his belt, Sachin is one of the most seasoned veterans of our London office. A lifelong learner, he spends much of his free time studying a number of new things – such as the inner workings of the stock market. The…",0,0,0,59.5766,18.590641,-37.644436,53.16956
53,https://futurice.com/blog/preparing-for-the-perfect-storm,Preparing for the perfect storm,"When you’re on a rocking boat, you can’t just stand still. If you do, you’re more likely to run into trouble than if you know how to maintain your balance.",0,0,0,10.007687,-17.177258,-2.3154485,14.591796
54,https://futurice.com/blog/the-importance-of-customer-focus,The importance of customer focus,"What does genuine customer focus look like, and why does it matter? Aside from improving company performance and client satisfaction, a customer-focused approach can help organizations stay relevant in an increasingly uncertain world.",0,0,0,3.6798267,-53.648464,25.948807,-1.751988
55,https://futurice.com/blog/futustories-six-reasons-pasi-left-and-came-back-to-futurice,FutuStories - Six reasons Pasi left – and came back – to Futurice,"For Senior Cloud Consultant Pasi, a change can be as good as a rest. He took a short break from Futurice to take up a position with another company, then came back to join a different Futurice office in a new city. Now he reflects on why he left – and…",0,0,0,70.93852,11.765524,-35.95252,57.379734
56,https://futurice.com/blog/foresight-methods-and-strategic-planning,Foresight and importance of foresight methods in business,"In a world where business can be very unpredictable, foresight methods and strategic planning need to come into play. Learn how a foresight framework can help you to formulate and guide your business strategies and take control of your own future.",0,0,0,1.7016009,-21.382156,7.519763,-28.293985
57,https://futurice.com/blog/uncertainty-in-business-volatile-market,Uncertainty in business – how to deal with a volatile market,"Global threats make the world increasingly volatile. In order to future-proof themselves and navigate this, businesses need to know how to face uncertainty.",0,0,0,-10.775521,-17.582144,8.59202,-27.774137
58,https://futurice.com/blog/futustories-emma-leena-heikkinens-story,FutuStories – Emma-Leena Heikkinen’s story,To be leader is not naturally given. Emma-Leena is ready to get stuck in and learns best by getting her hands dirty,0,0,0,63.244488,20.81992,-1.8042995,11.581419
59,https://futurice.com/blog/safe-route-uncertain-times,A Safe Route through uncertain times,"Good quality data used in the right way is at the heart of digital innovation. To solve the problems of tomorrow, digital transformation is essential.",0,0,0,12.783749,-18.627615,24.377607,-55.787773
60,https://futurice.com/blog/data-provides-the-key-to-sustainability,Sustainability data—what is it and why does it matter?,"Most companies today recognise the importance of sustainability. At its core, sustainability is about how a company creates value for and mitigates its negative impact on the world. Learn more about which role data plays and why it matters.",0,0,0,-5.6980476,-43.629242,14.748281,-20.976395
61,https://futurice.com/blog/futustories-meet-luisa-senior-software-engineer-and-tech-advisor,"FutuStories - Meet Luisa, Senior Software Engineer & Tech Advisor","Luisa’s creativity and desire to make the world a better place can be seen in both her work and her hobbies, with the social impact of technology and the animals of South America both high on her priority list. She thinks people should do one thing at a…",0,0,0,66.30306,10.313296,-3.3980334,-17.692657
62,https://futurice.com/blog/mob-programming,"Mob Programming – key issues it can solve, benefits, and learnings",Mob programming can solve different types of process waste in software development – learn and get inspired by our experiences in mob programming!,0,0,0,-16.87072,20.569397,-29.89142,-18.400455
63,https://futurice.com/blog/futustories-a-day-at-futurice-with-seth-peters,FutuStories: A day at Futurice with Seth Peters,Get to know Seth and what his day looks like in Futurice! Have a glimpse of our culture through his eyes,0,0,0,62.38803,13.46325,-25.107798,43.177063
64,https://futurice.com/blog/microsoft-azure-immersion-workshops-h2-2022,Azure Immersion Workshops Autumn 2022: AI and Analytics,"Learn more about Azure AI, machine learning, knowledge mining, cloud native analytics and Azure Synapse by joining one of our free workshops, in collaboration with Microsoft.",0,0,0,29.683086,2.140933,25.678164,51.301292
65,https://futurice.com/blog/futurice-sunray-finnish-midsummer,Operation Sunray: A Finnish midsummer crash course,"Futurice goes on a one-week remote work adventure in the beautiful Finnish Lakeland: Punkaharju, lake Saimaa.",0,0,0,36.04209,14.971716,-35.522278,27.559479
66,https://futurice.com/blog/corporate-foresight,Corporate foresight - A Way to Enhance Innovation Capabilities,"Take an in-depth look at the areas of futures thinking, corporate foresight, and innovation capabilities here!",0,0,0,1.9107194,-22.428318,4.9942303,-30.041773
67,https://futurice.com/blog/five-things-we-have-done-to-support-mental-health-in-the-workplace,Five things we have done to support mental health in the workplace,"Mental health at work has been a hot issue lately, even though the topic is still often considered difficult to talk about. This blog post takes a look at the actions we have taken to support our employees’ mental wellbeing in the workplace.",0,0,0,20.387424,21.552385,24.73499,-43.755066
68,https://futurice.com/blog/futurice-academy-opens-the-door-to-lifelong-learning,Futurice Academy opens the door to lifelong learning,Three Futurice Academy alumni tell their experiences about the program,0,0,0,7.3900642,36.37602,-39.40426,55.50882
69,https://futurice.com/blog/accessible-digital-services-are-an-essential-part-of-an-inclusive-world,Accessible digital services are an essential part of an inclusive world,The pace of development in digital services is fast – but it must never be so fast that some people are left behind. Investing in the accessibility of digital services is more important than ever.,0,0,0,2.3949273,-3.7671835,12.114233,-51.09044
70,https://futurice.com/blog/future-of-mobility,How to stay in the driver’s seat towards the future of mobility,Learn what mobility companies can do to build competitive advantage for the future!,0,0,0,31.426525,-34.22886,28.22443,-22.56685
71,https://futurice.com/blog/mlops-what-is-it-and-what-can-you-do-with-it,MLOps – what is it and what can you do with it?,MLOps helps you approach the entire lifecycle of machine learning in a systematic way. This blog post focuses on the basics of MLOps as well as its benefits in real-world use.,0,0,0,-31.168356,-20.088968,29.663029,13.292991
72,https://futurice.com/blog/futustories-meet-dariia-ux-ui-design,"FutuStories - Meet Dariia, UX/UI Designer","Having only recently joined Futurice, Dariia feels like she’s finally found the perfect job that combines all of her interests and values. After the varied and interesting career path that brought her here, she’s ready to get into the groove and deepen…",0,0,0,69.668274,15.213124,-33.583534,56.639275
73,https://futurice.com/blog/what-is-sre-and-how-does-it-relate-to-devops,What is SRE and how does it relate to DevOps?,"The meaning of SRE is multidimensional, yet the SRE principles are simple and nuanced",0,0,0,-64.861084,-5.009318,-11.848238,-2.4091773
74,https://futurice.com/blog/three-steps-to-creating-a-future-proof-connected-company,Three steps to creating a future-proof connected company,"As companies grow, they are liable to develop internal disconnections that can slow down their progress and spell harm for their ability to stay competitive. This blog post will take a closer look at the root cause behind these disconnections and…",0,0,0,15.854059,-49.06703,43.048058,-13.438898
75,https://futurice.com/blog/working-at-futurice-learning-and-improving-together,Working at Futurice: Learning and improving together on our design system craft,Learn how design community activities can strengthen design execution,0,0,0,16.621075,32.77204,-5.3499494,-1.4383909
76,https://futurice.com/blog/futustories-meet-maiju-culture-consultant-and-service-designer,"FutuStories - Meet Maiju, Culture Consultant and Service Designer","Maiju is a culture consultant and service designer who brings empathy into everything she does. She believes in always being true to herself, which has given her the clarity needed to make bold career moves that have helped to make the most of her…",0,0,0,70.00726,18.12892,-48.693153,59.944767
77,https://futurice.com/blog/sustainability-and-the-next-big-thing,Sustainability and the Next Big Thing,"Is the ""bigger is better"" mindset we've lived with for decades sustainable anymore?",0,0,0,0.31243667,-38.82677,9.506944,-16.78009
78,https://futurice.com/blog/ops-devops-sre,Know the difference: Traditional ops vs. DevOps vs. SRE,How does SRE compare to Devops? Learn how Site reliability engineering can help with IT operations!,0,0,0,-64.19285,-4.99609,-13.048649,-4.108937
79,https://futurice.com/blog/sre-for-dev-ops,How Site Reliability Engineering can do more for your dev and ops,Key benefits of SRE and what site reliability engineering can do for development and IT operations,0,0,0,-62.87533,-6.469595,-12.64139,-3.591126
80,https://futurice.com/blog/three-tips-to-stand-out-and-land-your-dream-job-in-the-tech-industry,Three tips to stand out and land your dream job in the tech industry,Learn tips from recruiters to increase your chances of landing your next dream job in tech!,0,0,0,16.787579,-50.339046,-48.32235,16.489258
81,https://futurice.com/blog/agile-tips-and-tricks,Agile tips and tricks,"Random bits of advice from the scrum masters in Futurice.

",0,0,0,-22.211811,-7.8118353,-17.753582,21.26642
82,https://futurice.com/blog/how-do-agile-and-devops-interrelate,How do agile and devops interrelate?,Agile and DevOps can and will work hand-in-hand. Here are some best practices!,0,0,0,-66.5512,-5.278114,-17.851957,-6.765266
83,https://futurice.com/blog/microsoft-azure-immersion-workshops-h1-2022,Azure Immersion Workshops: AI and Analytics,"Learn more about Azure AI, machine learning, knowledge mining, cloud native analytics and Azure Synapse by joining one of our free workshops, in collaboration with Microsoft.",0,0,0,29.381922,2.9321332,25.047955,50.697598
84,https://futurice.com/blog/what-is-devops,DevOps – what is it and why is it so important?,"What is DevOps, how did it come to be and how to get started with DevOps practices and methodologies",0,0,0,-66.525734,-6.0902963,-16.826769,-7.2722707
85,https://futurice.com/blog/breaking-the-language-barrier,Breaking the language barrier in the workplace,"English is as close as it gets to being the lingua franca of global business and communication, but outside the anglophone world, that doesn’t always translate to more choice in employment opportunities for professionals who haven’t mastered the local…",0,0,0,21.508204,20.879333,16.997866,-19.86265
86,https://futurice.com/blog/a-short-introduction-to-nfts,A Short Introduction to NFTs,What you should know about Non-Fungible Tokens and why you should care!,0,0,0,-4.725845,-27.12993,21.357836,16.370419
87,https://futurice.com/blog/if-you-had-a-choice-would-you-select-speed-over-safety,"If you had a choice, would you select speed over safety?","Road safety is an important topic, but no one seems to be particularly interested in the safety of cyclists",0,0,0,14.300094,-19.015774,28.29449,-15.492029
88,https://futurice.com/blog/devops-engineer-what-do-they-do-and-how-to-become-one,DevOps engineer - what do they do and how to become one?,What is a DevOps engineer? What do they do and how can you become one?,0,0,0,-67.915955,-5.170058,-16.725504,-8.10141
89,https://futurice.com/blog/future-thinking-and-strategic-foresight,Future thinking and strategic foresight,"Future thinking helps anticipate futures, empowers businesses to actively build it, and assists in strategic planning",0,0,0,3.391817,-21.125998,5.6999116,-29.403265
90,https://futurice.com/blog/futustories-meet-lisha-senior-designer,"FutuStories - Meet Lisha, Senior Designer","Through her wide range of work and study experiences in various cultures, including four years at Futurice Helsinki, Lisha has always gained a lot from the people around her. She shares some highlights of her career so far.",0,0,0,70.82409,15.899467,-34.654396,53.335503
91,https://futurice.com/blog/how-different-are-europes-new-energy-companies-from-their-more-established,How different are Europe’s new energy companies from their more established competitors?,"Just how big of a generation gap is there, really between new and established companies in the energy sector?",0,0,0,-6.1266623,-52.603226,46.38142,-9.663358
92,https://futurice.com/blog/coding-a-healthier-future,Coding a healthier future,Katri writes her experiences of working on healthcare sector digitalization projects and what makes the work meaningful!,0,0,0,-6.903854,13.435257,37.911304,-46.486954
93,https://futurice.com/blog/creating-a-partner-api-using-personal-access-tokens,Creating a partner API using personal access tokens,Learn the important considerations of partner API design and how to create one relying on personal access tokens (PATs),0,0,0,-25.729263,29.036232,20.974087,17.457159
94,https://futurice.com/blog/futustories-five-things-that-have-inspired-suvi-as-a-designer,FutuStories - Five things that have inspired Suvi as a designer,Suvi is driven by the idea of creating a better work experience for future generations,0,0,0,70.67643,12.834796,14.3290205,-28.790281
95,https://futurice.com/blog/ecosystem-assessment-unlocking-the-hidden-value-of-health-related-services,Ecosystem assessment – unlocking the hidden value of health-related services,"The health industry is under a lot of pressure to evolve, but luckily, organisations have the option to partner up so they don’t have to survive on their own.",0,0,0,6.786589,-42.448334,27.406397,-43.396328
96,https://futurice.com/blog/beating-the-roadblocks-navigating-mobilitys-route-to-net-zero-and-zero-emissions,Navigating mobility's route to net zero,Mobility experts deliver a solutions-oriented blueprint for how the mobility sector can achieve zero-emission mobility through five key aspects.,0,0,0,33.295853,-29.546232,38.86301,-22.57072
97,https://futurice.com/blog/building-better-patient-journeys-for-cancer-patients-and-their-relatives,Building better patient journeys for cancer patients and their relatives with the Connected Health Kit,A painless patient journey is important to both patients and healthcare professionals. Carina Roost tells her first-hand account of using the Connected Health Kit to improve the patient journey for people undergoing cancer treatment.,0,0,0,11.502154,-45.60935,43.461147,-49.382565
98,https://futurice.com/blog/10-signs-to-indicate-you-are-a-senior-designer,10 signs to indicate you are a senior designer,Learn how your ways of working can indicate you're advancing in your career as a designer. Here are a few helpful insights for junior designers who want to improve but are uncertain what to do.,0,0,0,-8.123102,-4.4230795,5.7779517,3.9951577
99,https://futurice.com/blog/we-know-where-but-we-need-data-for-when,Safe cycling routes—a quest for data,When cycling to a new place the most common route you look up is usually the fastest one. But is it also the safest route? ,0,0,0,16.725527,-20.340082,27.706472,-15.230699
100,https://futurice.com/blog/futustories-meet-gian-managing-director-berlin,"FutuStories - Meet Gian, Managing Director Berlin","Our Managing Director Gian has been part of the Berlin office since the very beginning. Today, he proudly looks back on our evolution from a small group of developers to a growing diverse community and unique culture. In this interview, he reveals the…",0,0,0,65.82812,15.629029,-51.01809,-2.6169486
101,https://futurice.com/blog/what-is-automl-and-how-can-it-be-applied-to-practice,What is AutoML and how can it be applied to practice?,AutoML helps domain experts to harness the power of artificial intelligence and machine learning to use data to support their work and automate routine tasks.,0,0,0,-31.236116,12.320115,34.30671,11.494186
102,https://futurice.com/blog/futurice-academy,Futurice Academy,Futurice Academy is a special paid training program in addition to our regular summer internship in Helsinki and Tampere. This program is currently for students and career changers who would like to work in our offices in Finland. We’ve just completed…,0,0,0,6.9536,35.404392,-39.144714,52.908794
103,https://futurice.com/blog/does-patent-data-suggest-europes-biggest-energy-providers-are-adapting-their,Are Europe’s biggest energy providers adapting their R&D efforts based on climate change?,Our investigation into the digital footprint data of Europe’s largest energy companies takes a new perspective: sustainability-related intellectual property and patents.,0,0,0,-5.705372,-52.155075,43.40862,-10.888414
104,https://futurice.com/blog/improved-accessibility-is-key-to-a-better-mobility-experience,Improved accessibility is key to a better mobility experience,Digital services play an important part in creating truly inclusive mobility services and experiences,0,0,0,1.5766286,-1.519063,11.989321,-50.160538
105,https://futurice.com/blog/product-vs-project,Product vs project – similar words but very different approaches,What are the key differences between software as a product and project and which one to choose when?,0,0,0,-19.080154,-7.325265,13.451378,11.584876
106,https://futurice.com/blog/futustories-meet-tuomas-senior-business-designer,"FutuStories - Meet Tuomas, Senior Business Designer","As a product development all-rounder, Tuomas likes to build bridges between business, technology and design. ",0,0,0,70.24391,16.796131,-15.579075,-20.900785
107,https://futurice.com/blog/futurice-invests-in-vuono-group,Futurice invests in Vuono Group,"Futurice has made a strategic investment in Vuono Group, a business engineering company that focuses on increasing digital efficiency through process engineering and intelligent automation.",0,0,0,23.282726,39.88667,-43.228127,46.701412
108,https://futurice.com/blog/as-micromobility-matures-controversy-turns-into-collaboration,Micromobility and its role in mobility ecosystem,Micromobility plays a major role in a wider and profound disruption of the whole mobility ecosystem.,0,0,0,25.915228,-29.079906,28.036844,-26.07813
109,https://futurice.com/blog/my-week-futu,My week @ Futu,"A week at Futurice with 15 year old student, Arttu from Pirkkala as part of his school's ""work practice program"".",0,0,0,9.776436,30.323551,-40.77652,52.426945
110,https://futurice.com/blog/future-of-retail-2030-explore-data-driven-growth-opportunities,On the Future of Retail 2030:  Explore Your Data Driven Growth Opportunities,"What will we eat, drink, and consume in the future? How will we buy commodities and from where?",0,0,0,5.9640427,12.539285,5.4152627,-40.209274
111,https://futurice.com/blog/how-to-make-remote-work-actually-work,How to make remote work actually work,"Since last summer, every Futuricean has had the opportunity to freely decide where to work, which I am very happy about. Let’s take a look at how remote work at Futurice actually works.",0,0,0,-43.286964,-6.906404,-32.28228,58.084652
