name,link,others,text,author,category,date
Agility will be key for acquirers as they meet merchants needs for new instruments,/en/blog/2021/04/agility-will-be-key-for-acquirers-as-they-meet-merchants-needs-for-new-instruments/,Digitalization / Toms  Jansons / 15.4.2021,"The need for flexibilityMerchants should be equipped to handle all payment methods – which requires integrations with different APIs across a complex network. Simplicity for merchants has to be key, i.e., handling everything for them except the end payment step. Those banks that provide a one-stop solution will be the number one choice of merchants. For acquirers it means being adaptive to the future payment methods – a flexible payment platform is imperative.Multiple payment methodsAs we know, today, many customers still pay with cards. Tomorrow, the same customers may want to pay with Apple Pay, Garmin Pay and a card, or another wallet, such as Swish, Vipps or any other payment method, based on cards or instant payments. Not surprisingly, this can be confusing for merchants. As an acquirer, it’s vital to provide a multitude of payments in a straightforward way so that merchants can service their customers. This means providing easy integration and holistic views of merchant transactions, among other things.Stepwise roll-outFrom what we have seen so far, we expect that most merchants will want a stepwise rollout of alternative payment methods – rather than pushing out all the potential capabilities at once. So, what might a flexible service platform look like that could support this through the addition of new payment schemes over time?We believe a hybrid model at the core would be the ideal option. It would be a single platform with dual rails, i.e., account-based and card-based payments. This would enable a system to be built that could support instant payments as an extra layer to the cards platform.What does this mean for an acquirer?To take full advantage of this you need to think about building new products on a new platform. Essentially, transitioning stepwise from an existing cards platform to a modern ‘all payment’ platform. And, when you do this, it’s best to choose a vendor that has extensive experience and a modular platform solution. Of course, transitioning to a modern platform offers many additional benefits, such as lower maintenance requirements, a modern product offering, automated reporting tools, advanced fraud management, and effective settlement.Key considerationsThere are however a number of key considerations that should be taken into when processing account-based payments:Certain fees can be calculated and passed on to merchants. Typically, merchant service charges tend to be based on turnover and include services such as sending messages, among other things.
Even though account-based payments could be based on instant payment rails, meaning merchants’ accounts should be instantly credited, this is not always the case. In some instances, i.e., for high risks merchants, a bank may want to do a risk assessment before transactions are credited.
It may even be necessary to keep a deposit from a merchant as collateral. This amount could change based on the actual turnover of the merchant – similar to the way it’s done with cards.
Not all the merchants will be willing to accept every transaction being credited separately to an account – particularly large merchants with thousands of transactions per day. One solution would be for an acquirer to accumulate transactions and credit a merchant’s account in bulk amounts with detailed reporting. Obviously, the frequency of payments would have to be agreed upon with the merchant.
Risk and fraud monitoring. This should not be limited to the moment when funds are received but also be done when merchants generate, for example, an RtP message. This would mean checking that amounts are in line with a merchant’s business.Finally…We believe that a stepwise approach is the best way forward for acquirers. By that, we mean old services can be kept on an older platform initially, while new solutions should be built on a new platform. These can run in parallel until the time is right to transition all services to the new platform and retire the old one.It’s also important to consider that there are multiple similarities between account-based payments processing and card transactions. Therefore, working with a vendor who has vast experience in both of these areas, will mean you can take advantage of this expertise.Related blogs:The Fintech dilemma: how to evaluate and collaborate to bring added value to the cards businessTokenization: the secure way to support merchants, consumers and IoT paymentsDo you find card authentication a headache? Time to make it a part of the customer experience then.Learn more on Card and financial product management related blog and insight series, case studies and more - click here.", Toms  Jansons ,Digitalization , 15.4.2021
Is Open Radio Access Networks a revolution for the wireless industry?,/en/blog/2021/04/is-open-radio-access-networks-a-revolution-for-the-wireless-industry/,Digitalization / Mats  Eriksson / 14.4.2021,"As the society at large is facing a massive rollout of 5G technologies that are supposed to enable a ubiquitous and everything connected world, Mobile Network Operators (MNOs) are concerned about the cost and performance of those networks. But further, they are also concerned about the ability to create new services and business based on 5G as such, in combination with edge computing.Key considerations of the Open RAN technologySo, what are the key considerations of the Open RAN technology? Here I lift out two top ones. For more details, please study the white paper: Is Open RAN the silver-bullet for the wireless industry?1. Performance optimizations are needed to turn available SW stacks into productsAs the amount of data transported in networks surge, the need for efficient data transport is imminent. Communication Service Providers (CSPs) are cautious about the power consumed by transporting data. There are huge differences among vendors coming from efficient algorithms as well as efficient implementation of the real-time critical workloads. Making maximum use of spectrum through technologies, such as Massive MIMO, require substantial optimization of emerging software stacks.2. Multi-vendor integration remains a key challenge that requires substantial domain knowledge and skillsOpen RAN promises to enable mix and match of the different parts of the RAN solution. Yet, some of the key interfaces are highly complex and require high performance. Therefore, resulting in that integration remains to be the key challenge and requires cross-domain technical skills. MNOs needs further to consider their role and vendor independence in such an integration process.Want to explore RAN evolution?We at TietoEVRY have a long track record with companies helping them to find their RAN path: adding features, optimizing & hardening virtualized RAN solutions and purpose-built products.Have you already found your path forward? We can help you to leverage the best areas such as baseband, higher layer protocols, virtualization or operation & maintenance.Want to know more? Read more about our Open RAN and Virtual RAN development capabilities. Connect with me on LinkedIn.I’m also very keen on getting your reflection on the white paper: Is Open RAN the silver-bullet for the wireless industry?", Mats  Eriksson ,Digitalization , 14.4.2021
Time for software-driven transformation in the financial services industry,/en/blog/2021/04/time-for-software-driven-transformation-in-the-financial-services-industry/,/ Christian Segersven / 13.4.2021,"Christian Segersven, Head of TietoEVRY Financial Services Solutions, takes a closer look.The driving force behind changeWe’re all aware of the increasing impact digitalization is having on our lives and the business and industrial world – not least the banking and financial sector. Something that has been further accelerated by the pandemic and the resulting reliance on digital services.In the past, innovation in the financial sector was driven by advances in hardware. That has changed now, software is driving innovation, while hardware is becoming increasingly commoditized. It’s now up to individual organizations to embrace this before their competitors.Those that do, will be able to get new compelling services out to the market faster, responding to new market demands and improving the customer experience, while reducing resource requirements and time-to-value. Those that don’t, will get left behind; caught in the grip of clunky and resource-heavy legacy systems.Time for real-timeIf software – and software-as-a-service – is the key to innovation and transformation, secure real-time transactions are one of the foundations that financial services should be built around. These must, of course, run smoothly, despite ever-increasing pressure from regulators and central banks, increasing fraudulent activities and the need to reduce costs.A new organization for a new dynamic marketWhich brings us to TietoEVRY Financial services solutions and what we have done in the past year (and continue to do as we speak). Pre-merger both Tieto and EVRY had a strong position in the financial services industry.This merge has been a very good match with only limited overlaps. Based on the changing dynamics of the market and based on our merger we have combined best practices and the greatest capabilities from both ex-Tieto and ex-EVRY to create a new powerhouse for financial services in the Nordics with ambition to scale both in the Nordics and globally.Our ambition is bold and clear: We want to be the preferred partner for software-driven transformation in the financial services industryWe believe we are in a very good position to continue to help our customers digitalize their business processes and transform in this era of disruption and ever-increasing speed for change.Today, we focus on seven domains. We leverage our extensive software and services expertise to help our customers digitalize their business processes and transform in this era of disruption and ever-faster change. Our product portfolio of market-leading software covers:Core banking


Credit


Payments


Wealth


Financial crime prevention


Cards as a Service


Banking as a ServiceAll our software products and services are market-leading solutions in their respective domains in the Nordics and are deployable as SaaS or On-prem. We also offer sophisticated tailored localisation layers and interfaces for the Nordic markets.Our BaaS platform is fully modular end-to-end digital banking platform both running digital front office services like cards, loans, payments and deposits as well as the back-end services like reporting, risk management, security and authentication. Fully modular in this context means that it can be deployed one component at a time enabling a more evolutionary transformation, as well as a full-scale platform change in one, go if there is a need.Today, we are helping over 100 Nordic banks run their banking platform and we have a proven track record in outperforming the competition in cost/income ratios for the banks running on our platform.What does this mean for our customers?With this new set-up, we are convinced that our customers - banks and financial institution, - will gain faster access to best-of-breed software and platform services to be able to launch new products and services faster, improve cost efficiency and give your customers the services and experiences they want and expect in today’s digital climate.We also believe that this updated ambition and focus will reassure our customers that we are making long term investments in key areas to be able to offer the best software and platform services today and tomorrow.What is next?TietoEVRY creates digital advantage for millions of people every day, helping the financial services industry to digitalize business processes, secure operational efficiency and growth in an environment of constant regulatory change.We have been transforming as a company for the past 50 years. This is an exciting time of new opportunities but also challenges. We have helped our customers transform and grow for almost 50 years and with our more than 3000 financial software and services experts, we have the ambition to continue and accelerate that in the future.Are you interested in learning more? Reach out to me or listen to our recorded digital event that took place on 11 February to learn more about the new TietoEVRY integrated Financial Services Solutions!EXPLORE MORE ON HOW WE HELP OUR FINANCIAL SERVICES CUSTOMERSCheck out our latest video of how we impact the society in the Nordics and globallyEika alliance and TietoEVRY enter into strategic agreement for the delivery of the next generation of core banking and payment solutionsTietoEVRY secures podium position in ISG’s Nordic banking ecosystem studyTietoEVRY partners with Nordea to deliver card servicesOP Financial Group to pilot biometric payment cards in partnership with TietoEVRYSparebanken Møre chooses TietoEVRY WealthMapper to enhance digital self-service capabilities for customers and advisors", Christian Segersven ,, 13.4.2021
Best practice Workday to SAP integration,/en/blog/2021/04/best-practice-workday-to-SAP-integration/,Digitalization / Marko Nissinen / 9.4.2021,"It is important to make correct decisions about dataWhen tackling this issue, many technical questions are raised and solved. This however is not the only key to build a successful SAP Integration from Workday. Workday implementations are often short compared to those dedicated to on-premise solutions. SAP Integration however will require time for preparation works before the integration build can start. To have the integration ready on time, it would be advantageous to even start discussing and designing it before the Workday projects begin. Early design discussions allow critical topics to be explored and possible gaps identified before the build commences.For example, it might sound like a good idea to have scheduled weekly hours in Workday, as it is needed for reporting, but leave information about work shifts in the payroll system. However, be aware that SAP infotype requires both scheduled weekly hours and work shifts information, and unnecessary complications are created by splitting the infotype between two systems.Scope should also be discussed. Of particular interest should be how to handle rescinds and corrections. A top-down view, the “big picture” discussion can also drive decisions and should be taken early in the project - what needs to flow to SAP and what needs to flow back from it. Once you understand your scope and requirements, review possible ready-made connectors by SAP vendors. This can speed up the project significantly.Collect the correct expertsSo, who should be participating the early design discussions? Firstly, the data model must be discussed and agreed. In short, what do we need to maintain, where, and why.As a result, you should surface what the integration must control, what will need to be actioned manually, and perhaps most importantly, what can be dropped completely. Or, should our integration raise a warning, that manual handling is needed in some specific cases etc.Here we need someone who can comment from the business side and understands SAP as well, to act as the SAP Expert. If payroll is in scope, we also need a Workday Compensation specialist that can either advise on Workday HCM Core too, or we will also need a Workday HCM Core specialist.Ensure we reserve the resources on time. It is not enough to hire a “Workday Integration Guru”, we will need to gather people with crucial skills: SAP ABAP programming, SAP Payroll or SAP ERP knowledge, and Workday’s integration technologies. These people must be managed by a skillful Project Manager who is aware of the complicated nature of SAP Integrations.Time to buildSo, we have made our design, everyone agrees on data model, and we are ready to start with the integration design. How should we proceed? Based on many years of experience with such integration builds, my suggested best approach is to use Workday standard integration technologies like Payroll Effective Change Integration (PECI). Transformation should then be functioned by SAP, since Workday is not able to understand specific SAP logic, which can become a showstopper eventually. For example, Workday cannot easily replicate closing records for iDocs.If for some reason we cannot use SAP for our transformational needs, we should carefully consider our resources. SAP Integration requires a lot of “if-then-else” logic, many different types of effective date, and very complex mappings. Additionally, whoever is going to own the transformation requirements, and ensure these are delivered, must understand the underlying business needs in different scenarios. Use the best-fit resources, and make sure they are the people that will execute the transformation.Document and test!Additionally, everything should be documented carefully and clearly. The integration will have very complex mappings, business logics and typically, maintenance will be difficult. By documenting thoroughly and clearly we make life in production much easier.Besides high-quality documentation, these integrations must be tested in detail. Go through all different business scenarios including standard “business as usual” and exceptional use case scenarios. For example, a worker having a transfer and long-term absence simultaneously. Don’t just focus on one scenario at a time. Remember to test end to end critical processes including how these behave in SAP. Remember also to think about how to handle scenarios which are not in the integration scope.Interested in finding out more? Do not hesitate to contact us and we will gladly guide you with your Workday Implementation or help with your existing setup. Tietoevry can provide Workday and SAP experts for your specific needs, both functional and technical.", Marko Nissinen ,Digitalization , 9.4.2021
Do you have what it takes to be an EPI front-runner?,/en/blog/2021/04/do-you-have-what-it-takes-to-be-an-epi-front-runner/,Digitalization / Edgars Bremze  / 8.4.2021,"The need for standardizationThe EU made it clear that it was going to push for a standardized payment scheme to open up the market for consumers and businesses – as it’s currently dominated by large, mainly non-European actors. As a result, 16 major banks from Belgium, France, Germany, Spain and the Netherlands, launched an initiative to deliver this. The key drivers for EPI include:Lowering and standardizing transaction costs, no longer having to rely on the infrastructure of international card schemes
Supporting local controls by maintaining the independence of national payment systems – additional charges from international card schemes will be removed from local, low-cost products such as cards for the unbanked, state compensations and benefits.
Promoting open banking, with a standardized, independent payment platform it will be much easier to develop and utilize new technologies.EPI-ready platformOf course, this won’t happen automatically with the launch of EPI. It will be up to individual banks to define their market and card scheme strategies – and this is just one area where we can help you. Our experience in cards, payments, and open banking – the same areas covered in EPI – may also be a big help.Key considerationsAssuming EPI is launched as planned in 2022, we anticipate the marketplace will be impacted by several key considerations. These include:European open standard – with the right platform to support this it will be much easier for actors to integrate their system and take full advantage of the new marketplace.
ISO standards – the new ISO 20022 is much more data-rich and flexible than previous standards. The mix of traditional cards and ISO 20022 will facilitate new exciting product development around payments solutions.
New integration opportunities – cards with instant payments will open up the market. For instance, it will be possible to connect with different protocols at point-of-sale, however, this may require infrastructure investments.It’s time for your EPI RoadmapWith open banking growing throughout Europe, we firmly believe that you should now be developing your roadmap for managing the upcoming changes and opportunities. The legislation is already in place that supports the implementation of new technologies for smoother and faster integrations. If we look back at mobile phone payments it took users time to start using these services, so banks could afford to take their time with rollouts. This will not necessarily be repeated today with newer forms of payment – customer adoption is much faster than it used to be.In fact, you could argue that the user experience already exists in many countries – EPI will just trigger a broader expansion of these experiences by integrating Europe and SEPA payment services.Getting startedStart planning by mapping out what services will remain on old rails and what should be thought about in terms of new payment models. Review your services, look for the gaps that must be filled to fully utilize EPI. Don’t just look at your retail payment system in isolation from payments or APIs, think of them as a greater entity. Don’t forget, your customers will want a connected, fulfilling user experience.And finally…Look for an experienced partner that can help you navigate towards a cloud-ready system, that operates with open APIs, supports both ISO20022 and ISO8583 rails, and delivers customer-centric solutions.At TietoEVRY we help our customers build local card schemes and integrate them with international card schemes; implement national payment solutions on ISO20022 instant payment rails; provide SEPA and SEPA Instant connectivity for Nordic banks; and provide open API aggregation and PSD2 compliancy for EU banks. If these meet some of the requirements you have, we will be more than happy to discuss how we can help you.Related blogs:
The third generation of real-time payments is here – are you ready to embrace it?
Time for an API economy and it’s changing everything
Time to move beyond legacy. Is on-prem, hosted, SaaS or BPO best for your bank?
 
Learn more on Card and financial product management related blog and insight series, case studies and more - click here.", Edgars Bremze  ,Digitalization , 8.4.2021
Time to cooperate! How the municipality of Haninge keeps up the pace of digitalization,/en/blog/2021/04/time-to-cooperate-how-haninge-kommun-keeps-up-the-pace-of-digitalization/,Cybersecurity insights / Kristoffer Kullberg / 1.4.2021,"Hi Anna! How’s the working life going at Haninge Kommun?To be honest, it’s been a combination of nice and boring, but I believe I’ve finally found a good balance in my life where I choose to see the benefits of working from home. We have digital check-ins which certainly makes things easier, and we’re planning a digital workshop between different representatives from Haninge Kommun and TietoEVRY as we speak, which I believe will be very successful.What do you do at Haninge Kommun? What’s your background?I’ve worked at Haninge Kommun since 2015. My role covers a lot of areas, and as well as being the Administrative Manager, I’m also the Change Manager. This means that I look at proposed changes coming from ourselves or our partners and decide which ones work and which ones doesn’t. My background, however, is in the private sector, which I believe gives me the benefit of being able to apply learnings from completely different areas to the work I do at Haninge Kommun. First and foremost, it’s my job to ensure that our IT department delivers quality in everything that we do. This, in turn, creates a quality experience and service to our citizens. The expectations of deliverable results and areas of responsibility has certainly changed a great deal since I first started; nowadays the IT department is responsible for serving our whole department with everything from technical platforms, internal services, networks, telecom, core business applications, and much more. On top of this, it’s our job to make sure we keep every bit of information and data safe.What do you believe to be the main reason we see a big wave of digitalization in the public sector?It’s very important for all of us at Haninge Kommun to keep up with the pace of digitalization that’s sweeping across the society in general. We might not be at the forefront of digitalization, but we are becoming more digital than ever. As we recruit younger people, we see a gradual shift in how we look at digital services and how we approach digitalization in general. However, we’re not a private company, and we can’t simply decide to make all our services digital and demand that every user has a Mobile Bank ID-app installed and ready to go; we have to look to every individual need. My mother is a perfect example to illustrate this; she has no digital form of ID (nor does she want one). She is still as eligible as everyone else to receive the services we can offer her, regardless of how she comes to order them. To put in simply, it’s our job to create digital services for those who wants to use them, and it’s also out job to ensure that everyone can access the services they want and need; be it digitally or not.How has digitalizing services made life better for the citizens of Haninge Kommun?There are two main things we look at when it comes to digitalizing a service. Firstly, the aim is to save time for our citizens by making it easier for them to apply for and use of our services, combined with a bigger transparency in the process which means that you’re able to track your request online instead of having to make a call. Secondly, we’re aiming to offer a more standardized, safe service that reduces the amount of time spent on administration.How has the cooperation been between you and TietoEVRY?In my opinion, this is a very good cooperation. We have regular check-ins with Kristoffer (Kullberg, technical consultant at TietoEVRY), where several representatives from our side and TietoEVRY discuss what works, what doesn’t work and what we see happening in the future for us. For me, it’s the continuous communication that stands out the most – I feel perfectly safe knowing that I’m always able to pick up the phone for some quick advice or support if I should ever need it. We’re not just talking about reports or the daily IT-operations in our check-ins; we spend a lot of time to draw up ideas for the future and come up with new ideas together. It’s not always the case that we’re able to go from idea to reality, but by merely discussing these ideas, we’re spurred on to become even better at digitalization.It used to take up to two weeks for you to create a new digital identity, and now it takes but a few hours. How did you make that change?Me and Kristoffer at TietoEVRY talked for a long time about how we could improve the so-called identity portal, where the digital identities are being created. Thanks to a new script, we’re not risking that a returning employee receives the same access they had before. So not only does it take less time to create a new digital identity; the process is much safer than before. We’ve automated a lot of manual processes, meaning that employees receive the access they should have (no more, and no less), quicker than ever before. This is a fairly simple implementation, but it would never have been on the agenda if not for the great cooperation between our team and TietoEVRY, and the genuine dedication of everyone in the whole team contributing to improving our services.", Kristoffer Kullberg ,Cybersecurity insights , 1.4.2021
Retail Payments are Converging to Data-Rich Real-Time Payments,/en/blog/2021/03/retail-payments-are-converging-to-data-rich-real-time-payments/,Digitalization / Jarkko Turunen / 30.3.2021,"Nowhere is this more obvious than in China, India and Kenya, where the vast majority of the population used mobile wallets in the past year. In Europe, Sweden has the highest weekly user rate of mobile payment apps. Despite this, the majority of Swedes still use debit or credit cards issued by their banks to pay for goods. Hence, cards still play a major role.The Pandemic has contributed to the global increase in card usage, transitioning even more people away from using cash. This has been supported by the adoption of contactless payments, increased payment limits for contactless payments, and improved usability of cards via mobile card solutions like ApplePay and GooglePay.Creating value through real-time payments and cardsTraditional card payment rails were developed some decades ago. Not surprisingly, they don’t always support real-time fund transfers and contain a limited amount of transaction data. This causes payment delays for merchants and makes it difficult to automatically reconcile end-to-end payments, for instance, when booking credit card bills from abroad or reconciling partial e-commerce refunds. Clearly, there is added value in moving card payments to real-time payment rails.However, there are arguments for keeping traditional cards and card rails in place for both consumers and merchants. Not all consumers have adopted mobile phones as payment tools and many still use cards when shopping. In addition, cards are a proven technology, and they are less vulnerable to network connectivity issues or dying batteries.On the merchant side, there is a willingness to serve customers who don’t want to switch to mobile cards. In addition, existing POS terminals and partnerships with acquirers will ensure cards remain a viable alternative for a relatively long time.Can card and instant payment rails converge?We believe there is a need to combine cards and instant payments into a single, modern, real-time payment platform. Based on our international experience from implementing card solutions and delivering central instant payments infrastructures for banks, we have identified five consideration areas for a new, real-time payment infrastructureEnd-to-end solution: a platform should include payment initiation from cards and result in either a request to pay or a traditional card authorization that transfers payments and funds using real-time payment rails. This helps to connect to existing processes and behaviours.
Open architecture: the architecture should be based on open standards, open APIs and support different flows so that, for instance, POS terminals can utilize traditional technology or more modern APIs when they are upgraded.
Ecosystem setup: acquirers and processors are established in the cards ecosystem and should be linked to the new real-time payments ecosystem.
Governance: cards have traditional models for interchange fees, chargebacks, and currency exchange, among others. These should be considered in real-time payment governance models for card and wallet-initiated payments.
Brand: cards have traditionally been used to increase brand recognition. This will remain essential in the digital payments world where many brands and payment methods compete for attention.In conclusionIt’s exciting times in retail payments. Data-rich, real-time payments will bring considerable added value to consumers and merchants. New real-time payment systems should consider how current card payments volumes can be boosted through greater adoption. A concrete example of this convergence is the European Payments Initiative (EPI), which aims to offer new card rails and an e-wallet.At Tietoevry, we are working actively with central banks, peer organizations that are establishing real-time payment systems, and our banking clients that are connecting to these real-time payment rails. Reach out to us to hear how our expertise and solutions can help you take advantage of this.", Jarkko Turunen ,Digitalization , 30.3.2021
Time to take advantage of hyperconnectivity - begin your journey to insights and innovation today.,/en/blog/2021/03/time-to-take-advantage-of-hyperconnectivity/,Cloud / Johan Torstensson / 25.3.2021,"Hyperconnectivity means new ways of exploiting the ongoing data explosion – connecting enterprise data with digital business data for fresh insights and with people to create new ideas. It also makes hidden data visible and actionable. The goal is to accelerate innovation and success with the help of the best people and the newest technologies.Analysts are predicting mind-boggling data explosion numbers: The total amount of data is projected to grow by 530% from 2018 to 2025. Similarly, the amount of data generated by connected devices is predicted to increase by 400% from 2019 to 2025. Already next year over 50% of enterprise-generated data will be created and processed outside data centres and cloud infrastructure, and by 2023, there will be more than 500 million new digital apps and services.Hyperconnectivity puts you ahead of the gameOrganizations that manage to harness this unprecedented data explosion will become the new industry leaders. They will be able to make more accurate decisions based on real-time information, to establish a foundation for the innovation and creation of new services and business models and to find new opportunities even beyond their traditional industry or realm.This is already happening. Many industries are providing data-driven services we could only dream about just a few years ago.Read also: Cloud computing powers the data economy – of course, but how?Whatever your organization, you can make data-based innovations work for your success. When you create as many connections as possible between data, people, partner companies, and wider ecosystems, you can reach unprecedented, unforeseen insights that lead to innovation and thus catapult your operations to new heights. When ideas and data collide, anything is possible. On the way to dizzying new heights, however, dangers lurk. Current business is constantly challenged by a more uncertain world.New competition often comes from unexpected directions. You need to keep creating novel, exciting and appealing customer experiences and new revenue streams in an environment characterized by shorter production runs and constant change. The deluge of actionable data from more and new sources empowers you to make the most of your situation. But it is hard to keep innovating if your IT suffocates under an increased day-to-day burden.Read also: CIO means Career Is Over. Or Maybe not?Challenge: Complexity consumes time and energyUnfortunately, when data and opportunities grow, system complexity and risks also grow. As complexity increases, it becomes more difficult to maintain security, compliance and privacy.With more potential points of failure, system stability and availability are in danger. Ad-hoc solutions create an IT landscape that forces you to run around putting out fires most of the time.It is easy to end up creating silos, especially in a multi-cloud environment. In silos, data is used only to resolve issues within a limited scope. Similarly, applications are created or bought to resolve individual issues, and talent and brainpower are trapped in confined spaces without offering broader advantages to the rest of the organization. The result of complexity is too often decreased efficiency in the overall operation, reduced employee engagement and a less productive organizational culture.Read also: Multi-cloud brings a new level of complexity - be aware of data silosSolution: There is a path from chaos to successMore data allows you to find new patterns, trends, ideas and opportunities to speed up innovation, develop new services and generate revenue. Without complications to distract you or slow you down, you can move straight from a data explosion to an opportunities explosion.What if you could hyperconnect your organization? What if you could create an unlimited number of connections between an unlimited number of sources at unlimited speed? When you do this on a secure, stable and scalable platform, you can manage all the chaos and free up time for innovation.Livecast on hyperconnectivityWatch our livecast, Time to draw the route to insight and innovation, to hear why and how big organizations such as Stora Enso, Norway’s Postal Service and Finland’s largest pension insurer Ilmarinen have started to hyperconnect data, applications and people.Watch the recording from our live event on 16 March 2021!", Johan Torstensson ,Cloud , 25.3.2021
Human experience is at the heart of customer experience and future business,/en/blog/2021/03/human-experience/,Meet our people / Marko Taali / 24.3.2021,"This is the question me and my CX team here at Tietoevry ponder every day as we work at the frontline of designing human experiences, for all sectors of society. For me, future business is about having the courage to act like human beings towards each other.This means that value creation in the digital era requires a fresh playbook. The new chapters of it are empathy and building human-sized cultures, where value matters more than systems. Because value is created by teams of people from potentially very different backgrounds, value creation can actually fuel the understanding of others.Customers, vendors, colleagues, and end-users are all human beings and pieces of the same puzzle. Therefore, I sometimes prefer the term human experience over customer experience.Enabling the business shiftInstead of only optimizing systems, future business is about nurturing living organisms – specifically, people working together towards their shared goals. In this scenario, human insight is key to the necessary change. Psychological safety releases the superpowers of questioning, rethinking, and genuine co-operation. Therefore, making people feel comfortable, confident and accepted as they are always precedes jumping into the business case itself in our Customer Experience projects.As I see it, carrying the torch of humanity both in customer cases and in building our company culture is the task of Tietoevry’s CX professionals. This makes me feel both humble and proud – being “people first” means that we make meaningful products and services.The last three years here have given me the opportunity to take a more holistic view and have a greater impact on the customer experience than ever before. I have learned a lot from my skilled and visionary customers and colleagues as discussions shake apart the silos separating businesses and fields of science. Instead of making loose arguments, one needs to understand the whole picture.In my career, the best outcomes have always resulted from long-term customer relationships. Businesses do not change by magic, but on a project-by-project basis through the lessons shared and results gained. Therefore, CX professionals need to be determined, co-operative, and patient. In short, they need to keep the faith that shared stories and the shared strategy of providing human value will ultimately make the difference.Having a positive challenging attitudeOne key strength of our CX team is our courage to positively challenge current practices. CX professionals face conflicts between what is easy to do and what is valuable for customers and end-users. You may be asked to fix a superficial problem like the appearance of a user interface, even though you see the real problem lies deeper within the processes.These are what we call the wicked problems of design. Of course, we need to face reality and meet budgets, but we cannot forget the human aspect. Keeping the human in mind prevents us from solving problems that never even existed or that were not part of the business case in the first place!I have enjoyed my work here as an ambassador and mentor focused on humanity. Our self-directed culture has given me the opportunity to decide quite independently how to use my competencies. I am excited to continue my journey – maybe you would also like to join us?", Marko Taali ,Meet our people , 24.3.2021
Biometric cards upgrade: Easier and cheaper than you think,/en/blog/2021/03/biometric-upgrades-easier-and-cheaper-than-you-think/,Digitalization / Steve Warner / 22.3.2021,"In January this year, we conducted research  showing more than four in five UK consumers are concerned about infection risk when paying in store, one factor which explains why contactless transactions now account for up to 80 percent of all face-to-face payments. With the UK contactless transaction limit set to rise to £100 (€110) per transaction from 6th April 2021, however, consumers are also increasingly worried about fraud and theft on their contactless cards. These findings were replicated in sophisticated Nordic markets like Sweden, where TietoEVRY research revealed 80 percent of consumers are concerned about infection risk, and 57 percent concerned about contactless fraud.Contactless: cards preferredFor all these reasons, biometric cards are widely seen as the next logical step for issuers. While some might think biometrically-secured mobile wallets are the answer, research from Visa USA shows more than two-thirds of consumers prefer cards to mobile wallets as they are familiar with using them, and have concerns about data privacy on their smartphone. Our own white paper suggests around half of consumers across the UK, Sweden and Norway would switch bank to get a biometric card, while more than 80 percent of consumers want to take part in a biometric trial as soon as possible.Simple implementationBiometric cards work via a sensor on the card which captures an image of the cardholder’s fingerprint, confirming this with a record of the fingerprint stored securely in the card’s chip. This data flow is powered by the same circuit used by the POS terminal’s near-field communication (NFC) for existing contactless cards, meaning terminal upgrades are minimal. Changes to back-end transaction processing systems to permit biometric contactless cards are likewise minor, meaning that integration costs are as low as possible.Consumers ready to absorb costsThere’s no doubt that biometrically-enabled contactless cards are more expensive than chip-and-magnetic-stripe. However, enthusiasm for biometric security is such that more than half (55.4 percent) of UK consumers said they would pay more for a biometric card, with 66 percent saying they wanted to get one as soon as possible (34 percent), or at some point in the next year (32 percent).With rising contactless limits, ongoing health concerns and rocketing rates of fraud, biometric cards are the payment solution consumers want. A recent study from Juniper Research estimates biometrics will be used to secure $2 trillion in payments by 2025 – and issuing banks must act quickly to make sure their cards remain top of wallet, rather than lose ground to mobile payment solutions offered by big tech companies. However, the switch to biometrics doesn’t need to be expensive or complicated, as our new white paper shows.To find out more about why you need to switch to biometric payment cards, download TietoEVRY’s white paper “Securing the Revolution: the next step in contactless transactions”.", Steve Warner ,Digitalization , 22.3.2021
